City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,mawu,34.4307,104.9176,-6.32,47,96,1.56,CN,1736435784
361,phek,25.6667,94.5,7.52,94,3,0.46,IN,1736435785
362,saipan,15.1355,145.701,26.47,91,75,6.69,MP,1736435786
363,tagbilaran city,9.65,123.85,26.4,86,100,3.52,PH,1736435787
364,outokumpu,62.7269,29.0159,-17.79,98,13,1.59,FI,1736435789
365,susuman,62.7833,148.1667,-33.26,99,96,0.49,RU,1736435790
366,ola,59.5833,151.2833,-18.84,81,9,4.17,RU,1736435791
367,tangalle,6.024,80.7911,25.3,89,75,2.09,LK,1736435793
368,asbestos,45.7668,-71.9324,-8.22,95,100,7.1,CA,1736435794
369,lhasa,29.65,91.1,0.33,12,0,2.04,CN,1736435514
370,flying fish cove,-10.4217,105.6791,25.82,94,100,5.14,CX,1736435796
371,i-n-salah,27.1935,2.4607,22.45,13,16,6.05,DZ,1736435797
372,zolochiv,49.806,24.8944,8.98,77,100,7.19,UA,1736435798
373,oqtosh,39.9214,65.9253,1.99,37,0,9.66,UZ,1736435799
374,katsuren-haebaru,26.3369,127.8719,15.22,61,100,8.23,JP,1736435742
375,riversdale,18.1659,-76.9642,27.8,63,96,1.71,JM,1736435802
376,port augusta,-32.5,137.7667,21.62,63,36,4.44,AU,1736435803
377,zouerate,22.7187,-12.4521,24.09,10,3,7.72,MR,1736435804
378,jackson,42.4165,-122.8345,0.6,93,100,0.0,US,1736435549
379,kruisfontein,-34.0033,24.7314,24.01,53,0,6.2,ZA,1736435807
380,zwedru,6.0667,-8.1281,36.52,20,37,2.21,LR,1736435808
381,horqueta,-23.3428,-57.0597,39.4,17,0,0.75,PY,1736435810
382,olinda,-8.0089,-34.8553,30.85,66,40,6.17,BR,1736435740
383,machico,32.7,-16.7667,21.35,78,20,7.72,PT,1736435812
384,bulungu,-4.55,18.6,29.89,63,78,1.47,CD,1736435813
385,cozumel,20.5083,-86.9458,24.04,64,75,3.6,MX,1736435782
386,ronne,55.1009,14.7066,1.95,87,100,0.51,DK,1736435816
387,pacific grove,36.6177,-121.9166,11.49,70,0,3.09,US,1736435818
388,la passe,45.5549,-0.8967,9.16,72,100,6.64,FR,1736435819
389,temiskaming shores,47.4938,-79.7153,-19.11,63,2,3.84,CA,1736435820
390,boca chica,18.4537,-69.6111,26.87,78,20,2.06,DO,1736435821
391,karratha,-20.7377,116.8463,31.49,64,48,7.29,AU,1736435823
392,amalapuram,16.5833,82.0167,20.39,76,0,1.89,IN,1736435824
393,madang,-5.2246,145.7966,25.04,91,100,1.15,PG,1736435734
394,valle dorado inn,20.5255,-103.3614,14.99,72,75,0.0,MX,1736435826
395,tosontsengel,48.7567,98.2839,-22.09,93,100,0.85,MN,1736435827
396,geraldton,-28.7667,114.6,20.23,83,75,4.12,AU,1736435825
397,sabang,5.8933,95.3214,28.96,73,35,7.71,ID,1736435551
398,haiku-pauwela,20.9219,-156.3051,22.36,75,0,4.02,US,1736435831
399,kasongo-lunda,-6.4667,16.8167,30.38,57,91,2.02,CD,1736435831
400,mount isa,-20.7333,139.5,30.87,51,3,2.57,AU,1736435833
401,fernie,49.5,-115.0687,-11.26,98,99,0.93,CA,1736435834
402,gwadar,25.1216,62.3254,20.21,50,0,2.17,PK,1736435835
403,mount pearl,47.5166,-52.7813,1.75,86,75,9.26,CA,1736435617
404,yulinshi,38.2906,109.7494,-6.97,28,59,1.64,CN,1736435838
405,gudauta,43.1055,40.6207,11.59,70,3,0.93,GE,1736435839
406,barra de santo antonio,-9.4047,-35.5072,28.4,65,100,6.25,BR,1736435840
407,akure,7.2526,5.1931,35.68,11,21,1.82,NG,1736435823
408,severo-yeniseyskiy,60.3725,93.0408,-16.38,89,100,5.1,RU,1736435843
409,odienne,9.51,-7.5692,35.79,10,50,3.09,CI,1736435844
410,tarauaca,-8.1614,-70.7656,22.9,99,100,1.25,BR,1736435845
411,harper,4.375,-7.7169,28.49,68,62,4.84,LR,1736435846
412,znamenskoye,57.1281,73.8282,-9.42,95,100,3.62,RU,1736435847
413,aldama,22.9167,-98.0667,12.02,86,100,1.33,MX,1736435775
414,necochea,-38.5473,-58.7368,32.58,23,17,2.3,AR,1736435849
415,akureyri,65.6835,-18.0878,-5.04,54,0,9.77,IS,1736435850
416,pyapon,16.2833,95.6833,22.32,66,5,2.19,MM,1736435851
417,nadym,65.5333,72.5167,-21.2,98,90,6.82,RU,1736435852
418,mildura,-34.2,142.15,22.82,54,1,5.6,AU,1736435853
419,sao jose da coroa grande,-8.8978,-35.1478,28.73,64,100,6.11,BR,1736435854
420,vernon,50.2581,-119.2691,1.36,84,97,1.01,CA,1736435564
421,fale old settlement,-9.3852,-171.2468,28.26,67,100,8.9,TK,1736435857
422,hasaki,35.7333,140.8333,5.09,39,99,8.52,JP,1736435858
423,leava,-14.3,-178.1667,27.1,87,100,14.77,WF,1736435859
424,torit,4.4133,32.5678,35.39,15,59,3.35,SS,1736435844
425,kapa'a,22.0752,-159.319,21.18,95,100,3.09,US,1736435861
426,xinyuan,37.3,99.0,-12.64,62,95,2.68,CN,1736435862
427,toamasina,-18.1667,49.3833,29.0,79,20,3.09,MG,1736435863
428,barguzin,53.6167,109.6167,-19.91,83,25,0.65,RU,1736435864
429,souillac,-20.5167,57.5167,28.21,78,40,5.14,MU,1736435865
430,shuangjiang,26.1547,109.7138,0.74,95,44,1.43,CN,1736435866
431,sagae,38.3725,140.2725,-3.63,97,100,0.62,JP,1736435867
432,iwanai,42.9744,140.5089,-3.73,95,100,3.24,JP,1736435868
433,roskovec,40.7375,19.7022,14.73,76,5,1.28,AL,1736435870
434,al qitena,14.8648,32.3668,29.93,13,1,4.34,SD,1736435871
435,funafuti,-8.5243,179.1942,29.0,70,40,6.69,TV,1736435872
436,bandar lampung,-5.4254,105.258,23.73,90,100,1.67,ID,1736435873
437,vel'sk,61.0701,42.0983,-7.73,85,6,4.33,RU,1736435874
438,smithers,54.7804,-127.1743,1.18,100,100,4.63,CA,1736435875
439,paramirim,-13.4425,-42.2389,23.96,79,100,1.23,BR,1736435876
440,banda aceh,5.5577,95.3222,25.6,83,17,4.93,ID,1736435579
441,igarka,67.4667,86.5833,-28.01,99,28,3.35,RU,1736435878
442,junin de los andes,-39.9504,-71.0694,23.32,28,21,0.89,AR,1736435880
443,chui,-33.6971,-53.4616,26.75,42,42,5.41,UY,1736435696
444,jamestown,42.097,-79.2353,-8.32,77,100,7.2,US,1736435832
445,akjoujt,19.6969,-14.4164,31.0,8,0,6.43,MR,1736435884
446,hauterive,46.0901,3.4459,6.29,91,100,5.29,FR,1736435885
447,dazhou,31.2159,107.5009,5.36,90,71,0.34,CN,1736435886
448,ishigaki,24.3448,124.1572,15.07,67,100,6.69,JP,1736435887
449,ingenio la esperanza,-24.2255,-64.839,33.07,32,60,0.96,AR,1736435888
450,atouguia da baleia,39.3381,-9.3263,18.9,85,28,3.97,PT,1736435889
451,zhanaozen,43.3,52.8,-0.34,54,0,6.86,KZ,1736435890
452,colby,39.3958,-101.0524,-0.01,87,100,7.2,US,1736435891
453,caleta de carquin,-11.0925,-77.6267,22.56,79,82,3.84,PE,1736435892
454,bayganin,48.6947,55.8742,-3.58,79,17,7.12,KZ,1736435893
455,baardheere,2.3446,42.2764,36.19,25,99,5.15,SO,1736435894
456,port hedland,-20.3167,118.5667,31.03,74,94,1.54,AU,1736435896
457,antsiranana,-12.2787,49.2917,30.42,58,75,3.09,MG,1736435897
458,utrik,11.2278,169.8474,26.74,78,4,10.55,MH,1736435898
459,luderitz,-26.6481,15.1594,22.71,63,3,12.29,NA,1736435899
460,carleton place,45.1334,-76.1494,-12.23,82,57,5.36,CA,1736435854
461,coruripe,-10.1256,-36.1756,30.66,52,100,7.53,BR,1736435757
462,blackpool,53.8167,-3.05,3.93,72,20,6.17,GB,1736435902
463,kalevala,65.2,31.1667,-20.4,95,42,1.96,RU,1736435903
464,taiynsha,53.8478,69.7639,-4.44,77,100,8.3,KZ,1736435904
465,huarmey,-10.0681,-78.1522,22.56,79,67,3.72,PE,1736435905
466,khorixas,-20.3667,14.9667,30.92,19,91,8.55,NA,1736435906
467,bindura,-17.3019,31.3306,20.09,95,100,2.54,ZW,1736435907
468,coquimbo,-29.9533,-71.3436,19.85,78,100,3.09,CL,1736435624
469,devils lake,48.1128,-98.8651,-3.01,88,20,6.17,US,1736435910
470,jinghong,21.991,100.7341,15.19,78,46,1.19,CN,1736435912
471,pobe,6.9801,2.6649,36.61,19,76,1.49,BJ,1736435913
472,akrehamn,59.2667,5.1833,1.14,86,75,3.6,NO,1736435914
473,mogok,22.9167,96.5,10.54,83,0,0.97,MM,1736435762
474,candolim,15.5181,73.7626,25.98,69,18,1.57,IN,1736435917
475,aral,40.5156,81.2636,-4.03,88,6,1.02,CN,1736435702
476,lucapa,-8.4192,20.7447,27.01,63,62,1.85,AO,1736435922
477,sitia,35.2,26.0986,14.92,74,91,2.16,GR,1736435923
478,garoowe,8.4054,48.4845,28.28,23,30,5.53,SO,1736435924
479,ar rahad,12.7167,30.65,30.47,15,2,2.82,SD,1736435925
480,hiratacho,35.4333,132.8167,-2.02,69,75,8.23,JP,1736435926
481,teshi old town,5.5836,-0.1072,32.31,62,20,4.12,GH,1736435927
482,northam,51.0333,-4.2167,5.45,67,91,1.79,GB,1736435928
483,richfield,44.8833,-93.283,-9.14,81,75,4.12,US,1736435929
484,ronneby,56.21,15.276,2.28,93,75,1.54,SE,1736435931
485,claveria,18.6074,121.0832,22.74,91,100,6.7,PH,1736435932
486,forio,40.7342,13.8646,15.79,85,100,0.89,IT,1736435933
487,hami,42.8,93.45,-5.49,64,100,3.46,CN,1736435934
488,tukrah,32.5341,20.5791,16.97,67,6,2.57,LY,1736435935
489,medicine hat,50.0501,-110.6683,-5.99,88,20,2.57,CA,1736435675
490,borcka,41.3632,41.6765,9.2,66,0,3.16,TR,1736435937
491,sungai besar,3.6746,100.9867,25.61,87,11,0.93,MY,1736435938
492,pilsrundale,56.4167,24.0,-0.07,95,100,4.18,LV,1736435939
493,dunedin,-45.8742,170.5036,10.87,89,100,2.0,NZ,1736435941
494,iwon-up,40.3231,128.6553,-11.13,56,7,4.45,KP,1736435942
495,mount gambier,-37.8333,140.7667,15.41,96,94,1.61,AU,1736435944
496,lospalos,-8.5186,127.0025,22.76,96,100,1.66,TL,1736435946
497,ouddorp,51.8117,3.9347,5.99,68,36,11.59,NL,1736435947
498,kupang,-10.1667,123.5833,25.32,100,40,1.03,ID,1736435677
499,lata,40.1629,-8.3327,15.63,67,100,2.55,PT,1736435951
500,boyolangu,-8.1181,111.8935,24.69,95,100,0.48,ID,1736435952
501,taoudenni,22.6783,-3.9836,24.69,10,0,6.53,ML,1736435953
502,callao,-12.0667,-77.15,21.16,83,75,3.6,PE,1736435954
503,odesskoye,54.2111,72.9651,-4.35,95,100,6.01,RU,1736435955
504,mucumpiz,8.4167,-71.1333,18.8,66,45,2.03,VE,1736435956
505,al kharijah,25.4514,30.5464,19.88,31,63,2.19,EG,1736435958
506,la paz,-16.5,-68.15,13.1,69,40,2.57,BO,1736435689
507,malvan,16.0667,73.4667,25.04,72,34,1.72,IN,1736435961
508,santa rosalia,27.3167,-112.2833,11.35,57,0,2.34,MX,1736435962
509,hithadhoo,-0.6,73.0833,28.11,71,81,2.47,MV,1736435963
510,san pedro pochutla,15.7333,-96.4667,27.62,57,1,1.02,MX,1736435964
511,gosaba,22.165,88.7998,17.72,39,1,3.03,IN,1736435965
512,grevena,40.0845,21.4274,12.1,70,0,1.43,GR,1736435966
513,palmerston north,-40.35,175.6167,10.42,85,47,2.32,NZ,1736435967
514,tolanaro,-25.0319,46.9987,30.04,70,40,9.26,MG,1736435970
515,cadale,2.7603,46.3222,25.38,76,66,9.1,SO,1736435971
516,okha,53.5739,142.9478,-15.49,93,97,7.91,RU,1736435972
517,steinkjer,64.193,11.3851,-16.92,97,95,0.8,NO,1736435973
518,segezha,63.7415,34.3222,-14.34,94,100,2.8,RU,1736435974
519,swakopmund,-22.6833,14.5333,18.32,81,95,2.24,NA,1736435975
520,sinop,41.7711,34.8709,9.8,60,0,3.0,TR,1736435976
521,bangar,16.8936,120.4243,24.1,82,91,1.33,PH,1736435977
522,bodo,67.28,14.405,-4.57,86,100,7.72,NO,1736435979
523,astanajapura,-6.8017,108.6311,25.76,86,100,2.11,ID,1736435980
524,yoichi,43.2039,140.7703,-2.24,86,100,5.97,JP,1736435981
525,altay,47.8667,88.1167,-15.82,83,97,2.86,CN,1736435982
526,horta,38.5333,-28.6333,19.45,93,75,12.96,PT,1736435983
527,manggar,-2.8833,108.2667,26.72,85,100,4.06,ID,1736435984
528,howrah,22.5892,88.3103,17.0,77,3,2.57,IN,1736435748
529,salinopolis,-0.6136,-47.3561,27.64,84,76,4.55,BR,1736435986
530,corinto,37.9407,22.9573,16.05,73,10,0.64,GR,1736435987
531,popondetta,-8.7537,148.2534,23.93,97,99,1.27,PG,1736435988
532,lewistown,40.5992,-77.5714,-5.22,76,75,9.77,US,1736435989
533,los arabos,22.7281,-80.7214,19.64,65,88,6.22,CU,1736435990
534,cromer,52.9312,1.2989,2.68,86,8,6.26,GB,1736435991
535,likiep,9.8251,169.3107,27.01,81,55,11.16,MH,1736435993
536,buka,40.8108,69.1986,0.2,37,0,1.99,UZ,1736435994
537,ghat,24.9647,10.1728,17.88,18,0,2.95,LY,1736435995
538,barentu,15.1139,37.5928,27.84,21,0,4.95,ER,1736435996
539,sanctuary point,-35.1114,150.629,18.18,94,100,2.17,AU,1736435997
540,tauberbischofsheim,49.6247,9.6628,5.62,88,100,3.58,DE,1736435794
541,ujae,8.9322,165.7642,27.86,78,3,10.66,MH,1736435999
542,alo,6.5486,4.2686,30.77,54,33,5.11,NG,1736436000
543,weno,7.4515,151.8468,27.97,83,75,3.6,FM,1736436001
544,daru,-9.0763,143.2092,27.43,83,100,3.45,PG,1736436003
545,farafangana,-22.8167,47.8333,28.26,79,0,6.64,MG,1736436004
546,el nido,11.1858,119.3956,26.75,88,68,3.37,PH,1736435755
547,aripuana,-9.1667,-60.6333,23.15,98,100,1.11,BR,1736436006
548,brownfield,33.1812,-102.2744,-2.01,64,100,3.18,US,1736436007
549,saint-francois,46.4154,3.9054,7.69,87,100,8.75,FR,1736436009
550,kohima,25.6667,94.1167,8.69,89,0,1.55,IN,1736436010
551,sydney mines,46.2367,-60.2177,0.3,88,75,6.69,CA,1736436011
552,shalkar,47.8288,59.6258,-7.92,74,21,4.35,KZ,1736436012
553,birjand,32.8663,59.2211,10.26,18,20,0.0,IR,1736436013
554,tambov,52.7317,41.4339,0.55,90,100,1.87,RU,1736436014
555,petropavlovsk-kamchatsky,53.0452,158.6483,-11.67,52,0,4.0,RU,1736436015
556,kedrovyy,56.1667,91.8167,-12.72,86,100,2.46,RU,1736436016
557,male,4.1748,73.5089,27.97,83,20,6.17,MV,1736435853
558,fort st. john,56.2499,-120.8529,-1.06,74,75,3.09,CA,1736435764
559,hailar,49.2,119.7,-27.9,98,82,2.29,CN,1736436020
560,borovichi,58.3878,33.9155,-1.36,91,100,3.51,RU,1736436021
561,withernsea,53.7311,0.0335,2.19,66,0,6.52,GB,1736436022
562,saldanha,-33.0117,17.9442,24.03,71,0,5.06,ZA,1736436023
563,isla mujeres,21.2311,-86.731,24.03,62,98,6.13,MX,1736436024
564,tawau,4.2498,117.8871,26.07,94,6,0.89,MY,1736436025
565,alaghsas,17.0187,8.0168,25.94,13,0,8.23,NE,1736436026
566,smara,26.7384,-11.6719,24.81,11,90,4.77,EH,1736436027
567,staryya darohi,53.0402,28.267,1.73,85,100,6.11,BY,1736436028
568,barmer,25.75,71.3833,17.29,20,0,2.28,IN,1736435853
569,poronaysk,49.2167,143.1167,-3.66,79,99,9.32,RU,1736436030
570,shalya,57.2471,58.7298,-1.31,95,100,6.9,RU,1736436032
571,luau,-10.7073,22.2247,24.77,72,100,2.09,AO,1736435966
572,kokopo,-4.352,152.2633,26.63,83,99,3.19,PG,1736436035
573,dzhangala,49.2167,50.3333,0.21,72,45,8.37,KZ,1736436015
574,bamboo flat,11.7,92.7167,24.05,94,100,2.06,IN,1736436037
575,shangmei,27.7428,111.2956,4.8,39,7,1.84,CN,1736436038
